anchor,positive,negative
"functional minimalist chinos chinos pastel blue polyester neutral skin, tall friendly, polka dot, y2k, rainy weather, hipster, dark skin, luxury","vintage vintage denim jackets denim jackets pastel blue fleece comfy, patterned, stripes, rainy weather, medium skin, summer","retro soft cardigans cardigans green leather medium skin, casual, urban, hot weather, travel friendly, tall friendly, office wear"
"bright luxury cardigans cardigans chocolate bamboo festival, stripes, formal, streetwear, travel friendly, checked","rustic chic cardigans cardigans olive velvet layering, edgy, hot weather, dark skin, office wear","dynamic lightweight coats coats beige leather checked, skinny friendly, floral, casual, patterned, hot weather, beach wear"
"bold edgy track pants track pants pastel green corduroy slim fit, travel friendly, rainy weather, dark skin, urban","sporty oversized track pants track pants striped linen patterned, party wear, skinny friendly, dark skin, tall friendly, neutral skin, layering, vintage","chic smart blazers blazers nude modal beach wear, comfy, medium skin, old money, layering, fair skin"
"patterned edgy beach wear beach wear plaid wool streetwear, oversized, vintage, sporty, monochrome, fair skin","sporty heritage denim jackets denim jackets plaid wool medium skin, layering, hipster, floral, cold weather","classic wide leg coats coats off-white velvet layering, checked, rainy weather, slim fit, casual, oversized, urban, athleisure"
"bright bold blazers blazers red wool winter, monochrome, skinny friendly, rainy weather, dark skin, luxury","essential layered blazers blazers brown tencel cottagecore, edgy, polka dot, travel friendly, beach wear","minimalist essential oversize tee oversize tee pastel blue corduroy fair skin, patterned, festival, spring, sporty"
"bright preppy beach wear beach wear nude wool old money, petite friendly, rainy weather, vintage, fair skin, y2k, formal, monochrome","statement dynamic t-shirts t-shirts nude linen floral, business casual, fair skin, eco-friendly, minimalist, sporty, oversized","slim fit preppy coats coats pastel blue leather travel friendly, edgy, patterned, luxury, slim fit, layering, hipster"
"tailored tailored sweatshirts sweatshirts camouflage rayon autumn, office wear, preppy, spring, comfy, vintage, beach wear, fair skin","elegant minimalist oversize tee oversize tee camouflage bamboo preppy, sporty, eco-friendly, minimalist, summer, neutral skin, old money","trendy modern chinos chinos coral silk athleisure, autumn, checked, preppy, edgy"
"patterned neutral utility pants utility pants maroon wool rainy weather, winter, party wear, sporty, athleisure","soft edgy utility pants utility pants maroon wool vintage, neutral skin, oversized, casual, medium skin, festival, floral, business casual","lightweight casual beach wear beach wear coral cotton monochrome, business casual, winter, minimalist, party wear, slim fit, petite friendly, office wear"
"preppy camo polos polos grey silk winter, fair skin, slim fit, layering, vintage, office wear, formal, travel friendly","urban wide leg polos polos maroon rayon luxury, old money, slim fit, hot weather, edgy, petite friendly, tall friendly, rainy weather","rustic camo oversize tee oversize tee peach cotton old money, dark skin, hot weather, curvy friendly, minimalist, layering, comfy"
"luxury luxury joggers & pants joggers & pants pink linen luxury, patterned, summer, hot weather, checked","retro refined beach wear beach wear pink fleece vintage, minimalist, travel friendly, formal, autumn, checked, casual, patterned","oversized luxury shorts shorts multi-color velvet athleisure, preppy, minimalist, vintage, hot weather"
"camo chic kimono kimono mustard silk vintage, athleisure, slim fit, preppy, minimalist","dynamic dynamic kimono kimono pastel pink cotton winter, athleisure, eco-friendly, sporty, polka dot, floral, slim fit, patterned","heritage casual beach wear beach wear blue denim formal, eco-friendly, sporty, hipster, patterned"
"comfy rustic chinos chinos coral silk sporty, dark skin, festival, spring, business casual, streetwear","edgy heritage chinos chinos coral denim casual, monochrome, eco-friendly, sporty, hipster, autumn, urban","elegant heritage tanks tanks multi-color velvet layering, checked, rainy weather, summer, petite friendly, floral, y2k, neutral skin"
"casual rustic t-shirts t-shirts plaid velvet patterned, layering, casual, tall friendly, skinny friendly","structured chic t-shirts t-shirts pastel blue tencel slim fit, summer, comfy, beach wear, travel friendly, tall friendly","statement layered tanks tanks striped modal curvy friendly, patterned, stripes, vintage, beach wear, hipster, preppy, petite friendly"
nude denim jackets fleece,"vintage vintage denim jackets denim jackets pastel blue fleece comfy, patterned, stripes, rainy weather, medium skin, summer","minimalist retro blazers blazers grey silk tall friendly, eco-friendly, hot weather, streetwear, athleisure, monochrome"
mint oversize tee velvet,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","soft trendy beach wear beach wear pastel pink jacquard spring, athleisure, cold weather, beach wear, checked"
"essential casual hoodies & jackets hoodies & jackets multi-color silk hipster, patterned, festival, dark skin, stripes, summer, cottagecore","luxury classic hoodies & jackets hoodies & jackets mustard rayon summer, casual, comfy, cold weather, old money, patterned","smart minimalist kimono kimono pastel green tencel athleisure, vintage, beach wear, formal, autumn, hipster, winter"
"dynamic chic tanks tanks mustard rayon y2k, oversized, polka dot, checked, spring","lightweight classic tanks tanks checked silk beach wear, luxury, comfy, y2k, cold weather","elegant elegant denim jackets denim jackets teal linen dark skin, athleisure, minimalist, vintage, formal, monochrome, streetwear"
"slim fit functional joggers & pants joggers & pants brown velvet checked, beach wear, dark skin, eco-friendly, neutral skin","minimalist trendy shorts shorts brown fleece party wear, spring, winter, athleisure, hot weather, slim fit, urban","structured structured tanks tanks beige fleece winter, layering, office wear, rainy weather, petite friendly, cottagecore, neutral skin, fair skin"
tan coats denim,"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","rustic casual tanks tanks orange cotton stripes, festival, summer, winter, minimalist, polka dot, formal"
"smart comfy coats coats checked fleece slim fit, checked, y2k, sporty, summer, athleisure, streetwear, festival","rustic chic coats coats maroon bamboo casual, old money, tall friendly, minimalist, hot weather","bold patterned oversize tee oversize tee mint corduroy comfy, slim fit, polka dot, winter, old money"
"vintage comfy track pants track pants yellow rayon summer, floral, petite friendly, y2k, streetwear, edgy, sporty","sporty comfy track pants track pants off-white fleece y2k, layering, festival, patterned, preppy, winter, oversized, minimalist","modern lightweight kimono kimono peach leather winter, vintage, cold weather, curvy friendly, athleisure"
"bold comfy polos polos red linen edgy, oversized, y2k, old money, layering, business casual, casual","sporty rustic oversize tee oversize tee red denim dark skin, patterned, minimalist, winter, streetwear","modern modern utility pants utility pants off-white linen formal, vintage, dark skin, comfy, business casual"
"urban casual denim jackets denim jackets coral cotton sporty, edgy, oversized, checked, old money, dark skin, summer, y2k","comfy rustic chinos chinos coral silk sporty, dark skin, festival, spring, business casual, streetwear","patterned relaxed shorts shorts striped denim oversized, skinny friendly, medium skin, cottagecore, stripes"
"oversized luxury cardigans cardigans off-white corduroy eco-friendly, sporty, luxury, travel friendly, y2k, comfy, autumn, monochrome","functional edgy joggers & pants joggers & pants off-white silk winter, checked, festival, dark skin, fair skin, oversized, preppy","statement modern tanks tanks green leather y2k, formal, dark skin, oversized, sporty, neutral skin, vintage"
"preppy preppy cardigans cardigans pastel pink fleece slim fit, summer, casual, oversized, polka dot","bright luxury cardigans cardigans chocolate bamboo festival, stripes, formal, streetwear, travel friendly, checked","dynamic bold kimono kimono off-white jacquard autumn, summer, preppy, dark skin, curvy friendly, beach wear, eco-friendly, checked"
"relaxed layered oversize tee oversize tee yellow rayon fair skin, curvy friendly, oversized, medium skin, vintage","patterned wide leg joggers & pants joggers & pants yellow linen party wear, eco-friendly, monochrome, athleisure, autumn, spring, neutral skin","wide leg oversized denim jackets denim jackets multi-color fleece streetwear, winter, autumn, floral, comfy, y2k, slim fit"
"bold luxury denim jackets denim jackets pink bamboo curvy friendly, spring, casual, fair skin, business casual, vintage, neutral skin, checked","urban statement denim jackets denim jackets striped denim rainy weather, edgy, dark skin, neutral skin, y2k","heritage neutral track pants track pants crimson leather streetwear, urban, business casual, vintage, beach wear, neutral skin, casual, floral"
"luxury oversized blazers blazers peach fleece cold weather, monochrome, winter, comfy, minimalist, travel friendly","tailored comfy sweatshirts sweatshirts peach jacquard autumn, monochrome, floral, patterned, urban, hot weather","refined sporty track pants track pants crimson cotton minimalist, athleisure, hipster, party wear, neutral skin, old money, stripes"
"vintage vintage beach wear beach wear camouflage rayon party wear, skinny friendly, cold weather, hot weather, sporty","edgy preppy blazers blazers camouflage leather curvy friendly, beach wear, monochrome, polka dot, skinny friendly, autumn, party wear","statement essential hoodies & jackets hoodies & jackets striped leather layering, cold weather, skinny friendly, luxury, rainy weather, monochrome"
